开始时间,结束时间,活动时间计数,热量（千卡）,距离（米）,心肺强化分数,心肺强化时长（分钟）,最低纬度（度）,最低经度（度）,最高纬度（度）,最高经度（度）,平均速度（米/秒）,最高速度（米/秒）,最低速度（米/秒）,步数,平均体重（公斤）,最高体重（公斤）,最低体重（公斤）,步行时长（毫秒）,跑步时长（毫秒）
11:30:00.000+08:00,11:45:00.000+08:00,,23.583686719970704,,,,,,,,,,,,,,,,62049
11:45:00.000+08:00,12:00:00.000+08:00,9,15.750000000000002,171.9579370254605,,,,,,,0.308859169195565,0.308859169195565,0.308859169195565,278,,,,,
12:00:00.000+08:00,12:15:00.000+08:00,7,24.034000980560705,225.43783209380217,1.0,1,,,,,0.918663589506508,1.287480445766058,0.5498467332469579,344,,,,149711,
12:15:00.000+08:00,12:30:00.000+08:00,,15.750000000000002,,,,,,,,,,,,,,,,
12:30:00.000+08:00,12:45:00.000+08:00,3,23.048521373672486,80.30338287353516,,,,,,,0.31042727707918905,0.3119954014244649,0.30885915273391323,130,,,,131901,
12:45:00.000+08:00,13:00:00.000+08:00,,15.75,,,,,,,,,,,,,,,,
13:00:00.000+08:00,13:15:00.000+08:00,1,15.926015322108269,28.82452949692798,,,,,,,0.310281486113027,0.310281486113027,0.310281486113027,47,,,,3181,
13:15:00.000+08:00,13:30:00.000+08:00,7,20.84802608937907,268.91571012328075,,,,,,,0.5390452650713639,0.8045563614880631,0.30885916227358146,435,,,,92133,
13:30:00.000+08:00,13:45:00.000+08:00,8,21.476999492645263,161.44285510201962,,,,,,,0.30885915601178593,0.3088591626420403,0.30885914938153164,261,,,,103500,
13:45:00.000+08:00,14:00:00.000+08:00,,15.75,1.6347816167303848,,,,,,,,,,3,,,,,
14:00:00.000+08:00,14:15:00.000+08:00,,15.75,,,,,,,,,,,,,,,,
14:15:00.000+08:00,14:30:00.000+08:00,,15.75,,,,,,,,,,,,,,,,
14:30:00.000+08:00,14:45:00.000+08:00,,15.75,,,,,,,,,,,11,,,,,
14:45:00.000+08:00,15:00:00.000+08:00,3,24.602281428833006,112.42473602294922,,,,,,,0.5023509018872754,0.6594658784150503,0.30885914971619927,182,,,,159981,
15:00:00.000+08:00,15:15:00.000+08:00,,15.75,,,,,,,,,,,,,,,,
15:15:00.000+08:00,15:30:00.000+08:00,,15.75,,,,,,,,,,,,,,,,
15:30:00.000+08:00,15:45:00.000+08:00,1,21.457577798919676,11.118929862976074,,,,,,,0.300726493711545,0.300726493711545,0.300726493711545,18,,,,103149,
15:45:00.000+08:00,16:00:00.000+08:00,,15.749999999999998,,,,,,,,9.536170959472656,9.536170959472656,9.536170959472656,,,,,,
16:00:00.000+08:00,16:15:00.000+08:00,,15.749999999999998,,,,,,,,14.287934303283693,16.33011245727539,12.245756149291992,,,,,,
16:15:00.000+08:00,16:30:00.000+08:00,,15.749999999999998,,,,,,,,,,,,,,,,
16:30:00.000+08:00,16:45:00.000+08:00,,15.749999999999998,,,,,,,,,,,,,,,,
16:45:00.000+08:00,17:00:00.000+08:00,,15.749999999999998,,,,,,,,,,,,,,,,
17:00:00.000+08:00,17:15:00.000+08:00,,15.749999999999998,,,,,,,,,,,,,,,,
17:15:00.000+08:00,17:30:00.000+08:00,,15.749999999999998,,,,,,,,,,,,,,,,
17:30:00.000+08:00,17:45:00.000+08:00,,15.749999999999998,,,,,,,,,,,,,,,,
17:45:00.000+08:00,18:00:00.000+08:00,,15.749999999999998,,,,,,,,,,,,,,,,
18:00:00.000+08:00,18:15:00.000+08:00,,15.749999999999998,,,,,,,,,,,,,,,,
18:15:00.000+08:00,18:30:00.000+08:00,,15.749999999999998,,,,,,,,,,,,,,,,
18:30:00.000+08:00,18:45:00.000+08:00,,15.749999999999998,,,,,,,,,,,,,,,,
18:45:00.000+08:00,19:00:00.000+08:00,4,28.78987591825936,165.9912611313905,,,,,,,0.6661448180575268,0.7087039346550259,0.29299091390460913,269,,,,235661,
19:00:00.000+08:00,19:15:00.000+08:00,1,17.41352896660122,50.23546635426624,,,,,,,0.6752966774721523,1.0241669969488378,0.32642635799546676,79,,,,30063,
19:15:00.000+08:00,19:30:00.000+08:00,,15.75,,,,,,,,,,,26,,,,,
19:30:00.000+08:00,19:45:00.000+08:00,,15.75,,,,,,,,,,,13,,,,,
19:45:00.000+08:00,20:00:00.000+08:00,,15.75,,,,,,,,,,,,,,,,
20:00:00.000+08:00,20:15:00.000+08:00,,15.75,,,,,,,,,,,,,,,,
20:15:00.000+08:00,20:30:00.000+08:00,,15.75,,,,,,,,,,,,,,,,
20:30:00.000+08:00,20:45:00.000+08:00,,15.75,,,,,,,,,,,,,,,,
20:45:00.000+08:00,21:00:00.000+08:00,,15.75,,,,,,,,,,,,,,,,
21:00:00.000+08:00,21:15:00.000+08:00,,15.75,,,,,,,,,,,,,,,,
21:15:00.000+08:00,21:30:00.000+08:00,,15.75,,,,,,,,,,,,,,,,
21:30:00.000+08:00,21:45:00.000+08:00,,15.75,,,,,,,,,,,,,,,,
21:45:00.000+08:00,22:00:00.000+08:00,,15.75,,,,,,,,,,,,,,,,
22:00:00.000+08:00,22:15:00.000+08:00,,15.75,,,,,,,,,,,13,,,,,
22:15:00.000+08:00,22:30:00.000+08:00,,15.75,,,,,,,,,,,,,,,,
22:30:00.000+08:00,22:45:00.000+08:00,,15.75,,,,,,,,,,,,,,,,
22:45:00.000+08:00,23:00:00.000+08:00,,15.75,,,,,,,,,,,,,,,,
23:00:00.000+08:00,23:15:00.000+08:00,,15.75,,,,,,,,,,,,,,,,
23:15:00.000+08:00,23:30:00.000+08:00,,15.75,,,,,,,,,,,,,,,,
23:30:00.000+08:00,23:45:00.000+08:00,,15.75,16.06067657470703,,,,,,,0.2676779429117839,0.2676779429117839,0.2676779429117839,26,,,,,
23:45:00.000+08:00,00:00:00.000+08:00,,15.75,,,,,,,,,,,,,,,,
