开始时间,结束时间,活动时间计数,热量（千卡）,距离（米）,心肺强化分数,心肺强化时长（分钟）,最低纬度（度）,最低经度（度）,最高纬度（度）,最高经度（度）,平均速度（米/秒）,最高速度（米/秒）,最低速度（米/秒）,步数,平均体重（公斤）,最高体重（公斤）,最低体重（公斤）,骑车时长（毫秒）,步行时长（毫秒）,跑步时长（毫秒）
12:00:00.000+08:00,12:15:00.000+08:00,,15.75,,,,,,,,,,,,,,,,,
12:15:00.000+08:00,12:30:00.000+08:00,,15.75,,,,,,,,,,,,,,,,,
12:30:00.000+08:00,12:45:00.000+08:00,,15.75,,,,,,,,,,,12,,,,,,
12:45:00.000+08:00,13:00:00.000+08:00,,15.75,,,,,,,,,,,,,,,,,
13:00:00.000+08:00,13:15:00.000+08:00,,15.75,,,,,,,,,,,,,,,,,
13:15:00.000+08:00,13:30:00.000+08:00,,15.75,,,,,,,,,,,,,,,,,
13:30:00.000+08:00,13:45:00.000+08:00,,15.75,,,,,,,,,,,,,,,,,
13:45:00.000+08:00,14:00:00.000+08:00,,15.75,,,,,,,,,,,,,,,,,
14:00:00.000+08:00,14:15:00.000+08:00,,15.75,,,,,,,,,,,,,,,,,
14:15:00.000+08:00,14:30:00.000+08:00,,15.75,,,,,,,,,,,,,,,,,
14:30:00.000+08:00,14:45:00.000+08:00,,15.75,,,,,,,,,,,,,,,,,
14:45:00.000+08:00,15:00:00.000+08:00,,15.75,,,,,,,,,,,,,,,,,
15:00:00.000+08:00,15:15:00.000+08:00,,15.75,,,,,,,,,,,,,,,,,
15:15:00.000+08:00,15:30:00.000+08:00,1,21.733525,,1.0,1,,,,,,,,,,,,101130,,
15:30:00.000+08:00,15:45:00.000+08:00,15,69.0,,15.0,15,,,,,,,,,,,,900000,,
15:45:00.000+08:00,16:00:00.000+08:00,6,38.85771916666667,,6.0,6,,,,,,,,,,,,390553,,
16:00:00.000+08:00,16:15:00.000+08:00,,15.75,,,,,,,,,,,,,,,,,
16:15:00.000+08:00,16:30:00.000+08:00,,15.75,,,,,,,,,,,22,,,,,,
16:30:00.000+08:00,16:45:00.000+08:00,3,20.772053333333332,56.21237192762634,,,,,,,0.3088591707757155,0.3088591707757155,0.3088591707757155,91,,,,,90760,
16:45:00.000+08:00,17:00:00.000+08:00,,15.75,,,,,,,,,,,,,,,,,
17:00:00.000+08:00,17:15:00.000+08:00,,15.75,,,,,,,,,,,,,,,,,
17:15:00.000+08:00,17:30:00.000+08:00,,15.75,,,,,,,,,,,11,,,,,,
17:30:00.000+08:00,17:45:00.000+08:00,1,15.75,40.769412606849876,,,,,,,0.30885917203953883,0.30885917203953883,0.30885917203953883,66,,,,,,
17:45:00.000+08:00,18:00:00.000+08:00,,15.750000000000002,,,,,,,,,,,,,,,,,
18:00:00.000+08:00,18:15:00.000+08:00,,15.750000000000002,,,,,,,,,,,,,,,,,
18:15:00.000+08:00,18:30:00.000+08:00,,15.750000000000002,,,,,,,,,,,,,,,,,
18:30:00.000+08:00,18:45:00.000+08:00,,15.750000000000002,,,,,,,,,,,,,,,,,
18:45:00.000+08:00,19:00:00.000+08:00,,15.750000000000002,,,,,,,,,,,,,,,,,
19:00:00.000+08:00,19:15:00.000+08:00,2,23.177061333333334,48.799751453653634,,,,,,,0.30885917640692817,0.30885917640692817,0.30885917640692817,79,,,,,134224,
19:15:00.000+08:00,19:30:00.000+08:00,,15.75,,,,,,,,,,,,,,,,,
19:30:00.000+08:00,19:45:00.000+08:00,,15.75,,,,,,,,,,,,,,,,,
19:45:00.000+08:00,20:00:00.000+08:00,,15.75,,,,,,,,,,,,,,,,,
20:00:00.000+08:00,20:15:00.000+08:00,,15.75,,,,,,,,,,,,,,,,,
20:15:00.000+08:00,20:30:00.000+08:00,4,15.75,106.24756012694209,,,,,,,0.3846926735091793,0.5668738715729211,0.3088591733925731,172,,,,,,
20:30:00.000+08:00,20:45:00.000+08:00,4,15.75,84.05454472962323,,,,,,,0.3088591827810893,0.30885919394581063,0.3088591688448744,167,,,,,,
20:45:00.000+08:00,21:00:00.000+08:00,15,52.693796500000005,142.03037972654425,9.0,9,,,,,0.44981635204623704,0.6340965594945869,0.31176439794217276,230,,,,567301,61057,
21:00:00.000+08:00,21:15:00.000+08:00,7,47.304883333333336,54.05881037575239,6.0,6,,,,,0.5956900212566918,0.6384130515993209,0.5529669909140627,78,,,,391949,,66254
21:15:00.000+08:00,21:30:00.000+08:00,4,15.75,125.97374999496397,,,,,,,0.6992051994565253,1.0463361376514662,0.3088591780925873,217,,,,,,
21:30:00.000+08:00,21:45:00.000+08:00,3,15.75,85.85256581761664,,,,,,,0.30885916349589443,0.30885916848259287,0.308859158509196,139,,,,,,
21:45:00.000+08:00,22:00:00.000+08:00,,15.750000000000002,,,,,,,,,,,,,,,,,
22:00:00.000+08:00,22:15:00.000+08:00,,15.750000000000002,,,,,,,,,,,,,,,,,
22:15:00.000+08:00,22:30:00.000+08:00,,15.750000000000002,,,,,,,,,,,,,,,,,
22:30:00.000+08:00,22:45:00.000+08:00,,15.750000000000002,,,,,,,,,,,,,,,,,
22:45:00.000+08:00,23:00:00.000+08:00,1,15.75,50.035188199315755,,,,,,,0.3088591649402847,0.3088591649402847,0.3088591649402847,81,,,,,,
23:00:00.000+08:00,23:15:00.000+08:00,,15.75,,,,,,,,,,,,,,,,,
23:15:00.000+08:00,23:30:00.000+08:00,1,15.75,41.38713097968093,,,,,,,0.3088591750796228,0.30885918131437123,0.3088591688448744,67,,,,,,
23:30:00.000+08:00,23:45:00.000+08:00,,15.750000000000002,,,,,,,,,,,,,,,,,
23:45:00.000+08:00,00:00:00.000+08:00,,15.750000000000002,,,,,,,,,,,,,,,,,
