开始时间,结束时间,活动时间计数,热量（千卡）,距离（米）,心肺强化分数,心肺强化时长（分钟）,最低纬度（度）,最低经度（度）,最高纬度（度）,最高经度（度）,平均速度（米/秒）,最高速度（米/秒）,最低速度（米/秒）,步数,平均体重（公斤）,最高体重（公斤）,最低体重（公斤）,骑车时长（毫秒）,步行时长（毫秒）,跑步时长（毫秒）
10:00:00.000+08:00,10:15:00.000+08:00,,15.75,,,,,,,,,,,,,,,,,
10:15:00.000+08:00,10:30:00.000+08:00,,15.75,,,,,,,,,,,,,,,,,
10:30:00.000+08:00,10:45:00.000+08:00,,15.75,,,,,,,,,,,,,,,,,
10:45:00.000+08:00,11:00:00.000+08:00,,15.75,,,,,,,,,,,,,,,,,
11:00:00.000+08:00,11:15:00.000+08:00,,15.75,,,,,,,,,,,,,,,,,
11:15:00.000+08:00,11:30:00.000+08:00,,15.75,,,,,,,,,,,,,,,,,
11:30:00.000+08:00,11:45:00.000+08:00,2,15.75,66.65772212148049,,,,,,,0.726385344929004,0.726385344929004,0.726385344929004,127,,,,,,
11:45:00.000+08:00,12:00:00.000+08:00,1,15.75,110.33530870327255,1.0,1,,,,,4.016571768037211,4.016571768037211,4.016571768037211,127,,,,,,
12:00:00.000+08:00,12:15:00.000+08:00,3,15.75,65.3701377880857,,,,,,,0.3090908609228116,0.3090908609228116,0.3090908609228116,106,,,,,,
12:15:00.000+08:00,12:30:00.000+08:00,14,61.76640166666667,37.7888304747011,12.0,12,,,,,,,,61,,,,777742,,
12:30:00.000+08:00,12:45:00.000+08:00,15,69.0,,15.0,15,,,,,,,,,,,,900000,,
12:45:00.000+08:00,13:00:00.000+08:00,15,69.0,,15.0,15,,,,,0.8180572309241225,1.3091001510620117,0.5137789249420166,,,,,900000,,
13:00:00.000+08:00,13:15:00.000+08:00,3,32.26287625,50.035188199315755,2.0,2,,,,,0.30885917335298974,0.30885917711341765,0.3088591695925618,81,,,,132744,,68585
13:15:00.000+08:00,13:30:00.000+08:00,9,45.25552916666666,48.799751453653634,8.0,8,,,,,0.30994314262544986,0.30994314262544986,0.30994314262544986,79,,,,498685,,
13:30:00.000+08:00,13:45:00.000+08:00,8,40.236908,62.90286047772823,5.0,5,,,,,0.5956319775218297,0.8824047898702649,0.3088591651733945,102,,,,355348,62569,
13:45:00.000+08:00,14:00:00.000+08:00,,21.115396666666665,29.898595413297297,,,,,,,0.3088591827379502,0.3088591827379502,0.3088591827379502,48,,,,,96965,
14:00:00.000+08:00,14:15:00.000+08:00,,15.749999999999998,,,,,,,,,,,,,,,,,
14:15:00.000+08:00,14:30:00.000+08:00,,15.749999999999998,,,,,,,,,,,,,,,,,
14:30:00.000+08:00,14:45:00.000+08:00,,15.749999999999998,,,,,,,,,,,,,,,,,
14:45:00.000+08:00,15:00:00.000+08:00,2,24.807233333333333,,2.0,2,,,,,,,,18,,,,153080,,
15:00:00.000+08:00,15:15:00.000+08:00,15,69.00000000000001,,15.0,15,,,,,,,,,,,,900000,,
15:15:00.000+08:00,15:30:00.000+08:00,14,65.98373783333334,454.42946504608085,1.0,1,,,,,0.6523274633367369,1.020541303323552,0.4421618096747641,734,,,,113149,786851,
15:30:00.000+08:00,15:45:00.000+08:00,9,16.973198666666665,254.6163255929992,,,,,,,0.33087189174570136,0.3769792237141971,0.3088591674392221,412,,,,,22106,
15:45:00.000+08:00,16:00:00.000+08:00,2,15.750000000000002,63.00727402876799,,,,,,,0.308859158509196,0.308859158509196,0.308859158509196,102,,,,,,
16:00:00.000+08:00,16:15:00.000+08:00,6,15.750000000000002,111.67183610218153,,,,,,,,,,181,,,,,,
16:15:00.000+08:00,16:30:00.000+08:00,15,22.496959333333336,277.97326448071465,,,,,,,,,,450,,,,,121933,
16:30:00.000+08:00,16:45:00.000+08:00,15,21.536096,277.97326448071465,,,,,,,0.3088591827563496,0.3088591827563496,0.3088591827563496,450,,,,,104568,
16:45:00.000+08:00,17:00:00.000+08:00,15,26.951016,277.97326448071465,,,,,,,,,,450,,,,,202428,
17:00:00.000+08:00,17:15:00.000+08:00,12,15.750000000000002,271.31356493286006,,,,,,,0.38241247257881117,0.38241247257881117,0.38241247257881117,439,,,,,,
17:15:00.000+08:00,17:30:00.000+08:00,,15.750000000000002,,,,,,,,,,,,,,,,,
17:30:00.000+08:00,17:45:00.000+08:00,1,15.750000000000002,22.052627235187686,,,,,,,,,,36,,,,,,
17:45:00.000+08:00,18:00:00.000+08:00,15,15.750000000000002,277.97325203809504,,,,,,,0.30885916893121673,0.30885916893121673,0.30885916893121673,450,,,,,,
18:00:00.000+08:00,18:15:00.000+08:00,15,15.750000000000002,296.2301164548817,,,,,,,0.38386677483180914,0.38386677483180914,0.38386677483180914,479,,,,,,
18:15:00.000+08:00,18:30:00.000+08:00,11,51.165391666666665,49.25970388029191,9.0,9,,,,,,,,80,,,,598570,,
18:30:00.000+08:00,18:45:00.000+08:00,,15.75,,,,,,,,,,,,,,,,,
18:45:00.000+08:00,19:00:00.000+08:00,,15.75,,,,,,,,,,,,,,,,,
19:00:00.000+08:00,19:15:00.000+08:00,,15.75,,,,,,,,,,,,,,,,,
19:15:00.000+08:00,19:30:00.000+08:00,,15.75,,,,,,,,,,,,,,,,,
19:30:00.000+08:00,19:45:00.000+08:00,,15.75,,,,,,,,,,,,,,,,,
19:45:00.000+08:00,20:00:00.000+08:00,,15.75,,,,,,,,,,,,,,,,,
20:00:00.000+08:00,20:15:00.000+08:00,,15.75,16.678396066438584,,,,,,,0.2779732677739764,0.2779732677739764,0.2779732677739764,27,,,,,,
20:15:00.000+08:00,20:30:00.000+08:00,,15.75,,,,,,,,,,,,,,,,,
20:30:00.000+08:00,20:45:00.000+08:00,,15.75,,,,,,,,,,,,,,,,,
20:45:00.000+08:00,21:00:00.000+08:00,,15.75,,,,,,,,,,,,,,,,,
21:00:00.000+08:00,21:15:00.000+08:00,,15.75,,,,,,,,,,,,,,,,,
21:15:00.000+08:00,21:30:00.000+08:00,3,15.75,112.42474385525269,,,,,,,0.5568245569948115,0.8047899154097929,0.3088591985798301,182,,,,,,
21:30:00.000+08:00,21:45:00.000+08:00,2,15.75,56.21237192762634,,,,,,,0.3088591707757155,0.3088591707757155,0.3088591707757155,91,,,,,,
21:45:00.000+08:00,22:00:00.000+08:00,,15.75,,,,,,,,,,,,,,,,,
22:00:00.000+08:00,22:15:00.000+08:00,,15.75,,,,,,,,,,,0,,,,,,
22:15:00.000+08:00,22:30:00.000+08:00,5,32.23217666666667,35.209947251370345,4.0,4,,,,,1.664553467104153,3.1417076587677,0.3078248936038259,76,,,,278572,,
22:30:00.000+08:00,22:45:00.000+08:00,2,34.086990166666666,39.533975861187756,2.0,2,,,,,0.536921476475963,0.7649837928923783,0.3088591600595477,64,,,,139027,182733,
22:45:00.000+08:00,23:00:00.000+08:00,1,15.75,39.533975861187756,,,,,,,0.3088591666485427,0.3088591666485427,0.3088591666485427,75,,,,,,
23:00:00.000+08:00,23:15:00.000+08:00,,15.75,,,,,,,,,,,,,,,,,
23:15:00.000+08:00,23:30:00.000+08:00,,15.75,,,,,,,,,,,,,,,,,
23:30:00.000+08:00,23:45:00.000+08:00,,15.75,,,,,,,,,,,,,,,,,
23:45:00.000+08:00,00:00:00.000+08:00,,15.75,,,,,,,,,,,,,,,,,
