开始时间,结束时间,活动时间计数,热量（千卡）,距离（米）,心肺强化分数,心肺强化时长（分钟）,最低纬度（度）,最低经度（度）,最高纬度（度）,最高经度（度）,平均速度（米/秒）,最高速度（米/秒）,最低速度（米/秒）,步数,平均体重（公斤）,最高体重（公斤）,最低体重（公斤）,骑车时长（毫秒）,步行时长（毫秒）,跑步时长（毫秒）
11:45:00.000+08:00,12:00:00.000+08:00,,15.75,,,,,,,,,,,,,,,,,
12:00:00.000+08:00,12:15:00.000+08:00,,15.75,19.766987930593878,,,,,,,,,,32,,,,,,
12:15:00.000+08:00,12:30:00.000+08:00,,15.75,,,,,,,,,,,,,,,,,
12:30:00.000+08:00,12:45:00.000+08:00,,15.75,,,,,,,,,,,,,,,,,
12:45:00.000+08:00,13:00:00.000+08:00,,15.75,,,,,,,,,,,,,,,,,
13:00:00.000+08:00,13:15:00.000+08:00,,15.75,,,,,,,,,,,,,,,,,
13:15:00.000+08:00,13:30:00.000+08:00,,15.75,,,,,,,,,,,,,,,,,
13:30:00.000+08:00,13:45:00.000+08:00,,15.75,,,,,,,,,,,15,,,,,,
13:45:00.000+08:00,14:00:00.000+08:00,,15.75,,,,,,,,,,,11,,,,,,
14:00:00.000+08:00,14:15:00.000+08:00,1,15.75,40.769412606849876,,,,,,,0.31104832451267406,0.31104832451267406,0.31104832451267406,,,,,,,
14:15:00.000+08:00,14:30:00.000+08:00,,15.75,,,,,,,,1.9337319312946126,3.0890297889709473,0.8841392397880554,,,,,,,
14:30:00.000+08:00,14:45:00.000+08:00,,15.75,,,,,,,,,,,,,,,,,
14:45:00.000+08:00,15:00:00.000+08:00,,15.750000000000002,,,,,,,,,,,,,,,,,
15:00:00.000+08:00,15:15:00.000+08:00,,15.750000000000002,,,,,,,,,,,,,,,,,
15:15:00.000+08:00,15:30:00.000+08:00,,15.750000000000002,,,,,,,,,,,,,,,,,
15:30:00.000+08:00,15:45:00.000+08:00,,15.750000000000002,,,,,,,,,,,,,,,,,
15:45:00.000+08:00,16:00:00.000+08:00,,15.750000000000002,,,,,,,,,,,,,,,,,
16:00:00.000+08:00,16:15:00.000+08:00,,15.750000000000002,,,,,,,,,,,,,,,,,
16:15:00.000+08:00,16:30:00.000+08:00,,15.750000000000002,,,,,,,,,,,,,,,,,
16:30:00.000+08:00,16:45:00.000+08:00,,15.750000000000002,,,,,,,,,,,,,,,,,
16:45:00.000+08:00,17:00:00.000+08:00,,15.750000000000002,,,,,,,,,,,,,,,,,
17:00:00.000+08:00,17:15:00.000+08:00,,15.750000000000002,,,,,,,,,,,,,,,,,
17:15:00.000+08:00,17:30:00.000+08:00,,15.750000000000002,,,,,,,,,,,,,,,,,
17:30:00.000+08:00,17:45:00.000+08:00,,15.750000000000002,,,,,,,,,,,,,,,,,
17:45:00.000+08:00,18:00:00.000+08:00,,15.750000000000002,,,,,,,,,,,,,,,,,
18:00:00.000+08:00,18:15:00.000+08:00,,15.750000000000002,,,,,,,,,,,,,,,,,
18:15:00.000+08:00,18:30:00.000+08:00,,15.750000000000002,,,,,,,,,,,,,,,,,
18:30:00.000+08:00,18:45:00.000+08:00,,15.750000000000002,,,,,,,,,,,,,,,,,
18:45:00.000+08:00,19:00:00.000+08:00,,15.750000000000002,,,,,,,,,,,,,,,,,
19:00:00.000+08:00,19:15:00.000+08:00,3,24.290368,72.89076799406493,,,,,,,0.3739348166681648,0.43901044340666906,0.30885918992966055,156,,,,,154344,
19:15:00.000+08:00,19:30:00.000+08:00,,15.75,,,,,,,,,,,,,,,,,
19:30:00.000+08:00,19:45:00.000+08:00,7,42.963885833333336,,7.0,7,,,,,,,,,,,,459953,,
19:45:00.000+08:00,20:00:00.000+08:00,13,72.06003541666666,5.807679738349918,13.0,13,,,,,0.5592228518930715,0.5592228518930715,0.5592228518930715,8,,,,820027,,61717
20:00:00.000+08:00,20:15:00.000+08:00,1,19.624550666666664,24.09101654041129,,,,,,,0.3088591985798301,0.3088591985798301,0.3088591985798301,39,,,,,70022,
20:15:00.000+08:00,20:30:00.000+08:00,8,47.33269333333333,3.088591864155293,8.0,8,,,,,0.30605314965115643,0.30605314965115643,0.30605314965115643,5,,,,533792,,
20:30:00.000+08:00,20:45:00.000+08:00,4,20.318968333333334,79.06795172237551,1.0,1,,,,,0.30795369337659134,0.30795369337659134,0.30795369337659134,128,,,,77222,,
20:45:00.000+08:00,21:00:00.000+08:00,,15.749999999999998,,,,,,,,,,,,,,,,,
21:00:00.000+08:00,21:15:00.000+08:00,,15.749999999999998,,,,,,,,,,,,,,,,,
21:15:00.000+08:00,21:30:00.000+08:00,,15.749999999999998,,,,,,,,,,,,,,,,,
21:30:00.000+08:00,21:45:00.000+08:00,4,23.527155333333333,129.26981558644178,,,,,,,0.4127413848345101,1.0863360672142477,0.30885917203953883,206,,,,,140551,
21:45:00.000+08:00,22:00:00.000+08:00,6,20.90252933333333,143.84020642008633,,,,,,,0.31574050995671615,0.35211518384548895,0.3088591890079212,257,,,,,93118,
22:00:00.000+08:00,22:15:00.000+08:00,4,19.213313333333332,98.76300418026047,,,,,,,0.3088591785151057,0.30885917991679374,0.30885917711341765,160,,,,,62590,
22:15:00.000+08:00,22:30:00.000+08:00,8,21.783934,150.10556459794725,,,,,,,0.30885916494028465,0.30885916494028465,0.30885916494028465,243,,,,,109047,
22:30:00.000+08:00,22:45:00.000+08:00,,15.75,,,,,,,,,,,,,,,,,
22:45:00.000+08:00,23:00:00.000+08:00,,15.75,28.759589769700156,,,,,,,0.2779732677739764,0.2779732677739764,0.2779732677739764,69,,,,,,
23:00:00.000+08:00,23:15:00.000+08:00,3,20.547012666666667,63.89816615495864,,,,,,,0.39011033631879544,0.47136151784923896,0.3088591547883519,103,,,,,86693,
23:15:00.000+08:00,23:30:00.000+08:00,,15.749999999999998,,,,,,,,,,,,,,,,,
23:30:00.000+08:00,23:45:00.000+08:00,,15.749999999999998,37.063102369863515,,,,,,,0.3037115307580248,0.30885918131437123,0.29856388020167834,67,,,,,,
23:45:00.000+08:00,00:00:00.000+08:00,,15.750000000000002,,,,,,,,,,,6,,,,,,
